CommonName,ZSampleID,SurveyID,SampleDate,Survey,Comments.x,Station,Temp,TopEC,BottomEC,Secchi,Turbidity,Comments.y,Station20mm,Dilution,ZooCode,MeterStart,MeterEnd,totCount,totcells,totCountall,atotal,volume,CPUE,LCDtax,Year
Acartia spp.,508 2007-06-20,627,6/20/2007,8,NA,508,20.5,6280,7700,50,NA,NA,508,80,31,234275,248140,1,5,780,16,6.222328473,2.571384662,ACARTIA,2007
Acartiella,508 2007-06-20,627,6/20/2007,8,NA,508,20.5,6280,7700,50,NA,NA,508,80,37,234275,248140,31,5,780,496,6.222328473,79.71292453,ACARTELA,2007
Acartiella copepodid,508 2007-06-20,627,6/20/2007,8,NA,508,20.5,6280,7700,50,NA,NA,508,80,45,234275,248140,88,5,780,1408,6.222328473,226.2818503,ASINEJUV,2007
barnacle nauplii,508 2007-06-20,627,6/20/2007,8,NA,508,20.5,6280,7700,50,NA,NA,508,80,11,234275,248140,11,5,780,176,6.222328473,28.28523129,BARNNAUP,2007
copepod nauplii,508 2007-06-20,627,6/20/2007,8,NA,508,20.5,6280,7700,50,NA,NA,508,80,12,234275,248140,76,5,780,1216,6.222328473,195.4252343,COPNAUP,2007
cyclopoid copepodid,508 2007-06-20,627,6/20/2007,8,NA,508,20.5,6280,7700,50,NA,NA,508,80,20,234275,248140,3,5,780,48,6.222328473,7.714153987,CYCJUV,2007
Eurytemora copepodid,508 2007-06-20,627,6/20/2007,8,NA,508,20.5,6280,7700,50,NA,NA,508,80,41,234275,248140,2,5,780,32,6.222328473,5.142769325,EURYJUV,2007
Harpacticoids,508 2007-06-20,627,6/20/2007,8,NA,508,20.5,6280,7700,50,NA,NA,508,80,59,234275,248140,2,5,780,32,6.222328473,5.142769325,HARPACT,2007
Limnoithona juvenile,508 2007-06-20,627,6/20/2007,8,NA,508,20.5,6280,7700,50,NA,NA,508,80,84,234275,248140,1,5,780,16,6.222328473,2.571384662,LIMNOJUV,2007
Limnoithona tetraspina,508 2007-06-20,627,6/20/2007,8,NA,508,20.5,6280,7700,50,NA,NA,508,80,26,234275,248140,49,5,780,784,6.222328473,125.9978485,LIMNOTET,2007
Other cyclopoid,508 2007-06-20,627,6/20/2007,8,NA,508,20.5,6280,7700,50,NA,NA,508,80,29,234275,248140,3,5,780,48,6.222328473,7.714153987,OTHCYCAD,2007
Other rotifer,508 2007-06-20,627,6/20/2007,8,NA,508,20.5,6280,7700,50,NA,NA,508,80,2,234275,248140,3,5,780,48,6.222328473,7.714153987,OTHROT,2007
Pseudodiaptomus copepodid,508 2007-06-20,627,6/20/2007,8,NA,508,20.5,6280,7700,50,NA,NA,508,80,42,234275,248140,69,5,780,1104,6.222328473,177.4255417,PDIAPJUV,2007
Pseudodiaptomus forbesii,508 2007-06-20,627,6/20/2007,8,NA,508,20.5,6280,7700,50,NA,NA,508,80,86,234275,248140,364,5,780,5824,6.222328473,935.9840171,PDIAPFOR,2007
Pseudodiaptomus nauplii,508 2007-06-20,627,6/20/2007,8,NA,508,20.5,6280,7700,50,NA,NA,508,80,82,234275,248140,37,5,780,592,6.222328473,95.14123251,PDIAPNAUP,2007
Sinocalanus,508 2007-06-20,627,6/20/2007,8,NA,508,20.5,6280,7700,50,NA,NA,508,80,35,234275,248140,3,5,780,48,6.222328473,7.714153987,SINOCAL,2007
Sinocalanus copepodid,508 2007-06-20,627,6/20/2007,8,NA,508,20.5,6280,7700,50,NA,NA,508,80,83,234275,248140,5,5,780,80,6.222328473,12.85692331,SINOCALJUV,2007
Sinocalanus nauplii,508 2007-06-20,627,6/20/2007,8,NA,508,20.5,6280,7700,50,NA,NA,508,80,81,234275,248140,4,5,780,64,6.222328473,10.28553865,SINONAUP,2007
Tortanus,508 2007-06-20,627,6/20/2007,8,NA,508,20.5,6280,7700,50,NA,NA,508,80,38,234275,248140,3,5,780,48,6.222328473,7.714153987,TORTANUS,2007
Tortanus copepodid,508 2007-06-20,627,6/20/2007,8,NA,508,20.5,6280,7700,50,NA,NA,508,80,46,234275,248140,25,5,780,400,6.222328473,64.28461656,TORTJUV,2007
Acanthocyclops,508 2008-03-18,641,3/18/2008,1,NA,508,13.5,661,659,37,NA,Depth estimated by boat operator from charts. 8:00 min pull done at 7:25 (tow 1).  8:00 min pull done at 7:25.,508,50,21,980318,991226,11,5,351,110,4.895287341,22.47059107,AVERNAL,2008
Acartiella,508 2008-03-18,641,3/18/2008,1,NA,508,13.5,661,659,37,NA,Depth estimated by boat operator from charts. 8:00 min pull done at 7:25 (tow 1).  8:00 min pull done at 7:25.,508,50,37,980318,991226,1,5,351,10,4.895287341,2.042781006,ACARTELA,2008
barnacle nauplii,508 2008-03-18,641,3/18/2008,1,NA,508,13.5,661,659,37,NA,Depth estimated by boat operator from charts. 8:00 min pull done at 7:25 (tow 1).  8:00 min pull done at 7:25.,508,50,11,980318,991226,1,5,351,10,4.895287341,2.042781006,BARNNAUP,2008
Bosmina,508 2008-03-18,641,3/18/2008,1,NA,508,13.5,661,659,37,NA,Depth estimated by boat operator from charts. 8:00 min pull done at 7:25 (tow 1).  8:00 min pull done at 7:25.,508,50,61,980318,991226,1,5,351,10,4.895287341,2.042781006,BOSMINA,2008
copepod nauplii,508 2008-03-18,641,3/18/2008,1,NA,508,13.5,661,659,37,NA,Depth estimated by boat operator from charts. 8:00 min pull done at 7:25 (tow 1).  8:00 min pull done at 7:25.,508,50,12,980318,991226,4,5,351,40,4.895287341,8.171124024,COPNAUP,2008
cyclopoid copepodid,508 2008-03-18,641,3/18/2008,1,NA,508,13.5,661,659,37,NA,Depth estimated by boat operator from charts. 8:00 min pull done at 7:25 (tow 1).  8:00 min pull done at 7:25.,508,50,20,980318,991226,58,5,351,580,4.895287341,118.4812984,CYCJUV,2008
Eurytemora copepodid,508 2008-03-18,641,3/18/2008,1,NA,508,13.5,661,659,37,NA,Depth estimated by boat operator from charts. 8:00 min pull done at 7:25 (tow 1).  8:00 min pull done at 7:25.,508,50,41,980318,991226,67,5,351,670,4.895287341,136.8663274,EURYJUV,2008
Eurytemora spp.,508 2008-03-18,641,3/18/2008,1,NA,508,13.5,661,659,37,NA,Depth estimated by boat operator from charts. 8:00 min pull done at 7:25 (tow 1).  8:00 min pull done at 7:25.,508,50,34,980318,991226,37,5,351,370,4.895287341,75.58289723,EURYTEM,2008
Harpacticoids,508 2008-03-18,641,3/18/2008,1,NA,508,13.5,661,659,37,NA,Depth estimated by boat operator from charts. 8:00 min pull done at 7:25 (tow 1).  8:00 min pull done at 7:25.,508,50,59,980318,991226,56,5,351,560,4.895287341,114.3957363,HARPACT,2008
Limnoithona tetraspina,508 2008-03-18,641,3/18/2008,1,NA,508,13.5,661,659,37,NA,Depth estimated by boat operator from charts. 8:00 min pull done at 7:25 (tow 1).  8:00 min pull done at 7:25.,508,50,26,980318,991226,4,5,351,40,4.895287341,8.171124024,LIMNOTET,2008
Ostracods,508 2008-03-18,641,3/18/2008,1,NA,508,13.5,661,659,37,NA,Depth estimated by boat operator from charts. 8:00 min pull done at 7:25 (tow 1).  8:00 min pull done at 7:25.,508,50,10,980318,991226,3,5,351,30,4.895287341,6.128343018,OSTRAC,2008
Other cladocera,508 2008-03-18,641,3/18/2008,1,NA,508,13.5,661,659,37,NA,Depth estimated by boat operator from charts. 8:00 min pull done at 7:25 (tow 1).  8:00 min pull done at 7:25.,508,50,69,980318,991226,1,5,351,10,4.895287341,2.042781006,OTHCLADO,2008
Other cyclopoid,508 2008-03-18,641,3/18/2008,1,NA,508,13.5,661,659,37,NA,Depth estimated by boat operator from charts. 8:00 min pull done at 7:25 (tow 1).  8:00 min pull done at 7:25.,508,50,29,980318,991226,3,5,351,30,4.895287341,6.128343018,OTHCYCAD,2008
Pseudodiaptomus copepodid,508 2008-03-18,641,3/18/2008,1,NA,508,13.5,661,659,37,NA,Depth estimated by boat operator from charts. 8:00 min pull done at 7:25 (tow 1).  8:00 min pull done at 7:25.,508,50,42,980318,991226,14,5,351,140,4.895287341,28.59893409,PDIAPJUV,2008
Pseudodiaptomus nauplii,508 2008-03-18,641,3/18/2008,1,NA,508,13.5,661,659,37,NA,Depth estimated by boat operator from charts. 8:00 min pull done at 7:25 (tow 1).  8:00 min pull done at 7:25.,508,50,82,980318,991226,3,5,351,30,4.895287341,6.128343018,PDIAPNAUP,2008
Sinocalanus,508 2008-03-18,641,3/18/2008,1,NA,508,13.5,661,659,37,NA,Depth estimated by boat operator from charts. 8:00 min pull done at 7:25 (tow 1).  8:00 min pull done at 7:25.,508,50,35,980318,991226,7,5,351,70,4.895287341,14.29946704,SINOCAL,2008
Sinocalanus copepodid,508 2008-03-18,641,3/18/2008,1,NA,508,13.5,661,659,37,NA,Depth estimated by boat operator from charts. 8:00 min pull done at 7:25 (tow 1).  8:00 min pull done at 7:25.,508,50,83,980318,991226,72,5,351,720,4.895287341,147.0802324,SINOCALJUV,2008
Sinocalanus nauplii,508 2008-03-18,641,3/18/2008,1,NA,508,13.5,661,659,37,NA,Depth estimated by boat operator from charts. 8:00 min pull done at 7:25 (tow 1).  8:00 min pull done at 7:25.,508,50,81,980318,991226,8,5,351,80,4.895287341,16.34224805,SINONAUP,2008
Acartiella,508 2008-04-02,646,4/2/2008,2,NA,508,15,3318,6360,41,NA,"Depth estimated by boat op.  30 sec. off on 2nd pull, tow 2.   30 sec. off on 2nd pull, tow 2.",508,80,37,530198,537991,5,5,958,80,3.49733904,22.87453378,ACARTELA,2008
Acartiella copepodid,508 2008-04-02,646,4/2/2008,2,NA,508,15,3318,6360,41,NA,"Depth estimated by boat op.  30 sec. off on 2nd pull, tow 2.   30 sec. off on 2nd pull, tow 2.",508,80,45,530198,537991,5,5,958,80,3.49733904,22.87453378,ASINEJUV,2008
barnacle nauplii,508 2008-04-02,646,4/2/2008,2,NA,508,15,3318,6360,41,NA,"Depth estimated by boat op.  30 sec. off on 2nd pull, tow 2.   30 sec. off on 2nd pull, tow 2.",508,80,11,530198,537991,13,5,958,208,3.49733904,59.47378782,BARNNAUP,2008
Bosmina,508 2008-04-02,646,4/2/2008,2,NA,508,15,3318,6360,41,NA,"Depth estimated by boat op.  30 sec. off on 2nd pull, tow 2.   30 sec. off on 2nd pull, tow 2.",508,80,61,530198,537991,1,5,958,16,3.49733904,4.574906755,BOSMINA,2008
calanoid copepodid,508 2008-04-02,646,4/2/2008,2,NA,508,15,3318,6360,41,NA,"Depth estimated by boat op.  30 sec. off on 2nd pull, tow 2.   30 sec. off on 2nd pull, tow 2.",508,80,40,530198,537991,2,5,958,32,3.49733904,9.14981351,CALJUV,2008
copepod nauplii,508 2008-04-02,646,4/2/2008,2,NA,508,15,3318,6360,41,NA,"Depth estimated by boat op.  30 sec. off on 2nd pull, tow 2.   30 sec. off on 2nd pull, tow 2.",508,80,12,530198,537991,104,5,958,1664,3.49733904,475.7903025,COPNAUP,2008
cyclopoid copepodid,508 2008-04-02,646,4/2/2008,2,NA,508,15,3318,6360,41,NA,"Depth estimated by boat op.  30 sec. off on 2nd pull, tow 2.   30 sec. off on 2nd pull, tow 2.",508,80,20,530198,537991,31,5,958,496,3.49733904,141.8221094,CYCJUV,2008
Daphnia,508 2008-04-02,646,4/2/2008,2,NA,508,15,3318,6360,41,NA,"Depth estimated by boat op.  30 sec. off on 2nd pull, tow 2.   30 sec. off on 2nd pull, tow 2.",508,80,62,530198,537991,1,5,958,16,3.49733904,4.574906755,DAPHNIA,2008
Eurytemora copepodid,508 2008-04-02,646,4/2/2008,2,NA,508,15,3318,6360,41,NA,"Depth estimated by boat op.  30 sec. off on 2nd pull, tow 2.   30 sec. off on 2nd pull, tow 2.",508,80,41,530198,537991,330,5,958,5280,3.49733904,1509.719229,EURYJUV,2008
Eurytemora nauplii,508 2008-04-02,646,4/2/2008,2,NA,508,15,3318,6360,41,NA,"Depth estimated by boat op.  30 sec. off on 2nd pull, tow 2.   30 sec. off on 2nd pull, tow 2.",508,80,80,530198,537991,1,5,958,16,3.49733904,4.574906755,EURYNAUP,2008
Eurytemora spp.,508 2008-04-02,646,4/2/2008,2,NA,508,15,3318,6360,41,NA,"Depth estimated by boat op.  30 sec. off on 2nd pull, tow 2.   30 sec. off on 2nd pull, tow 2.",508,80,34,530198,537991,150,5,958,2400,3.49733904,686.2360133,EURYTEM,2008
Harpacticoids,508 2008-04-02,646,4/2/2008,2,NA,508,15,3318,6360,41,NA,"Depth estimated by boat op.  30 sec. off on 2nd pull, tow 2.   30 sec. off on 2nd pull, tow 2.",508,80,59,530198,537991,31,5,958,496,3.49733904,141.8221094,HARPACT,2008
Limnoithona tetraspina,508 2008-04-02,646,4/2/2008,2,NA,508,15,3318,6360,41,NA,"Depth estimated by boat op.  30 sec. off on 2nd pull, tow 2.   30 sec. off on 2nd pull, tow 2.",508,80,26,530198,537991,146,5,958,2336,3.49733904,667.9363863,LIMNOTET,2008
Ostracods,508 2008-04-02,646,4/2/2008,2,NA,508,15,3318,6360,41,NA,"Depth estimated by boat op.  30 sec. off on 2nd pull, tow 2.   30 sec. off on 2nd pull, tow 2.",508,80,10,530198,537991,3,5,958,48,3.49733904,13.72472027,OSTRAC,2008
Other cyclopoid,508 2008-04-02,646,4/2/2008,2,NA,508,15,3318,6360,41,NA,"Depth estimated by boat op.  30 sec. off on 2nd pull, tow 2.   30 sec. off on 2nd pull, tow 2.",508,80,29,530198,537991,5,5,958,80,3.49733904,22.87453378,OTHCYCAD,2008
Other rotifer,508 2008-04-02,646,4/2/2008,2,NA,508,15,3318,6360,41,NA,"Depth estimated by boat op.  30 sec. off on 2nd pull, tow 2.   30 sec. off on 2nd pull, tow 2.",508,80,2,530198,537991,4,5,958,64,3.49733904,18.29962702,OTHROT,2008
Pseudodiaptomus forbesii,508 2008-04-02,646,4/2/2008,2,NA,508,15,3318,6360,41,NA,"Depth estimated by boat op.  30 sec. off on 2nd pull, tow 2.   30 sec. off on 2nd pull, tow 2.",508,80,86,530198,537991,1,5,958,16,3.49733904,4.574906755,PDIAPFOR,2008
Pseudodiaptomus nauplii,508 2008-04-02,646,4/2/2008,2,NA,508,15,3318,6360,41,NA,"Depth estimated by boat op.  30 sec. off on 2nd pull, tow 2.   30 sec. off on 2nd pull, tow 2.",508,80,82,530198,537991,2,5,958,32,3.49733904,9.14981351,PDIAPNAUP,2008
Sinocalanus,508 2008-04-02,646,4/2/2008,2,NA,508,15,3318,6360,41,NA,"Depth estimated by boat op.  30 sec. off on 2nd pull, tow 2.   30 sec. off on 2nd pull, tow 2.",508,80,35,530198,537991,22,5,958,352,3.49733904,100.6479486,SINOCAL,2008
Sinocalanus copepodid,508 2008-04-02,646,4/2/2008,2,NA,508,15,3318,6360,41,NA,"Depth estimated by boat op.  30 sec. off on 2nd pull, tow 2.   30 sec. off on 2nd pull, tow 2.",508,80,83,530198,537991,80,5,958,1280,3.49733904,365.9925404,SINOCALJUV,2008
Sinocalanus nauplii,508 2008-04-02,646,4/2/2008,2,NA,508,15,3318,6360,41,NA,"Depth estimated by boat op.  30 sec. off on 2nd pull, tow 2.   30 sec. off on 2nd pull, tow 2.",508,80,81,530198,537991,21,5,958,336,3.49733904,96.07304186,SINONAUP,2008
Acartiella,508 2008-04-15,650,4/15/2008,3,NA,508,15.6,3647,5390,30,NA,Depth estimated by boat op.,508,80,37,24608,40667,1,5,1194,16,7.206950808,2.22007898,ACARTELA,2008
barnacle nauplii,508 2008-04-15,650,4/15/2008,3,NA,508,15.6,3647,5390,30,NA,Depth estimated by boat op.,508,80,11,24608,40667,11,5,1194,176,7.206950808,24.42086878,BARNNAUP,2008
copepod nauplii,508 2008-04-15,650,4/15/2008,3,NA,508,15.6,3647,5390,30,NA,Depth estimated by boat op.,508,80,12,24608,40667,11,5,1194,176,7.206950808,24.42086878,COPNAUP,2008
cyclopoid copepodid,508 2008-04-15,650,4/15/2008,3,NA,508,15.6,3647,5390,30,NA,Depth estimated by boat op.,508,80,20,24608,40667,7,5,1194,112,7.206950808,15.54055286,CYCJUV,2008
Daphnia,508 2008-04-15,650,4/15/2008,3,NA,508,15.6,3647,5390,30,NA,Depth estimated by boat op.,508,80,62,24608,40667,1,5,1194,16,7.206950808,2.22007898,DAPHNIA,2008
Eurytemora copepodid,508 2008-04-15,650,4/15/2008,3,NA,508,15.6,3647,5390,30,NA,Depth estimated by boat op.,508,80,41,24608,40667,380,5,1194,6080,7.206950808,843.6300125,EURYJUV,2008
Eurytemora spp.,508 2008-04-15,650,4/15/2008,3,NA,508,15.6,3647,5390,30,NA,Depth estimated by boat op.,508,80,34,24608,40667,215,5,1194,3440,7.206950808,477.3169807,EURYTEM,2008
Harpacticoids,508 2008-04-15,650,4/15/2008,3,NA,508,15.6,3647,5390,30,NA,Depth estimated by boat op.,508,80,59,24608,40667,21,5,1194,336,7.206950808,46.62165858,HARPACT,2008
Limnoithona juvenile,508 2008-04-15,650,4/15/2008,3,NA,508,15.6,3647,5390,30,NA,Depth estimated by boat op.,508,80,84,24608,40667,3,5,1194,48,7.206950808,6.660236941,LIMNOJUV,2008
Limnoithona tetraspina,508 2008-04-15,650,4/15/2008,3,NA,508,15.6,3647,5390,30,NA,Depth estimated by boat op.,508,80,26,24608,40667,439,5,1194,7024,7.206950808,974.6146723,LIMNOTET,2008
Osphranticum,508 2008-04-15,650,4/15/2008,3,NA,508,15.6,3647,5390,30,NA,Depth estimated by boat op.,508,80,36,24608,40667,1,5,1194,16,7.206950808,2.22007898,OTHCALAD,2008
Ostracods,508 2008-04-15,650,4/15/2008,3,NA,508,15.6,3647,5390,30,NA,Depth estimated by boat op.,508,80,10,24608,40667,1,5,1194,16,7.206950808,2.22007898,OSTRAC,2008
Other cyclopoid,508 2008-04-15,650,4/15/2008,3,NA,508,15.6,3647,5390,30,NA,Depth estimated by boat op.,508,80,29,24608,40667,3,5,1194,48,7.206950808,6.660236941,OTHCYCAD,2008
Other rotifer,508 2008-04-15,650,4/15/2008,3,NA,508,15.6,3647,5390,30,NA,Depth estimated by boat op.,508,80,2,24608,40667,3,5,1194,48,7.206950808,6.660236941,OTHROT,2008
Pseudodiaptomus copepodid,508 2008-04-15,650,4/15/2008,3,NA,508,15.6,3647,5390,30,NA,Depth estimated by boat op.,508,80,42,24608,40667,12,5,1194,192,7.206950808,26.64094776,PDIAPJUV,2008
Pseudodiaptomus forbesii,508 2008-04-15,650,4/15/2008,3,NA,508,15.6,3647,5390,30,NA,Depth estimated by boat op.,508,80,86,24608,40667,6,5,1194,96,7.206950808,13.32047388,PDIAPFOR,2008
Pseudodiaptomus nauplii,508 2008-04-15,650,4/15/2008,3,NA,508,15.6,3647,5390,30,NA,Depth estimated by boat op.,508,80,82,24608,40667,3,5,1194,48,7.206950808,6.660236941,PDIAPNAUP,2008
Sinocalanus,508 2008-04-15,650,4/15/2008,3,NA,508,15.6,3647,5390,30,NA,Depth estimated by boat op.,508,80,35,24608,40667,16,5,1194,256,7.206950808,35.52126368,SINOCAL,2008
Sinocalanus copepodid,508 2008-04-15,650,4/15/2008,3,NA,508,15.6,3647,5390,30,NA,Depth estimated by boat op.,508,80,83,24608,40667,45,5,1194,720,7.206950808,99.90355411,SINOCALJUV,2008
Sinocalanus nauplii,508 2008-04-15,650,4/15/2008,3,NA,508,15.6,3647,5390,30,NA,Depth estimated by boat op.,508,80,81,24608,40667,15,5,1194,240,7.206950808,33.3011847,SINONAUP,2008
barnacle nauplii,508 2008-04-30,656,4/30/2008,4,NA,508,16.3,2442,3291,30,NA,Repaired hole in net after tow 3.,508,230,11,275432,288000,32,13,2532,566.1538462,5.640261396,100.3772355,BARNNAUP,2008
Bosmina,508 2008-04-30,656,4/30/2008,4,NA,508,16.3,2442,3291,30,NA,Repaired hole in net after tow 3.,508,230,61,275432,288000,2,13,2532,35.38461538,5.640261396,6.273577216,BOSMINA,2008
copepod nauplii,508 2008-04-30,656,4/30/2008,4,NA,508,16.3,2442,3291,30,NA,Repaired hole in net after tow 3.,508,230,12,275432,288000,110,13,2532,1946.153846,5.640261396,345.0467469,COPNAUP,2008
cyclopoid copepodid,508 2008-04-30,656,4/30/2008,4,NA,508,16.3,2442,3291,30,NA,Repaired hole in net after tow 3.,508,230,20,275432,288000,18,13,2532,318.4615385,5.640261396,56.46219494,CYCJUV,2008
Daphnia,508 2008-04-30,656,4/30/2008,4,NA,508,16.3,2442,3291,30,NA,Repaired hole in net after tow 3.,508,230,62,275432,288000,3,13,2532,53.07692308,5.640261396,9.410365824,DAPHNIA,2008
Eurytemora copepodid,508 2008-04-30,656,4/30/2008,4,NA,508,16.3,2442,3291,30,NA,Repaired hole in net after tow 3.,508,230,41,275432,288000,639,13,2532,11305.38462,5.640261396,2004.407921,EURYJUV,2008
Eurytemora nauplii,508 2008-04-30,656,4/30/2008,4,NA,508,16.3,2442,3291,30,NA,Repaired hole in net after tow 3.,508,230,80,275432,288000,15,13,2532,265.3846154,5.640261396,47.05182912,EURYNAUP,2008
Eurytemora spp.,508 2008-04-30,656,4/30/2008,4,NA,508,16.3,2442,3291,30,NA,Repaired hole in net after tow 3.,508,230,34,275432,288000,80,13,2532,1415.384615,5.640261396,250.9430886,EURYTEM,2008
Harpacticoids,508 2008-04-30,656,4/30/2008,4,NA,508,16.3,2442,3291,30,NA,Repaired hole in net after tow 3.,508,230,59,275432,288000,27,13,2532,477.6923077,5.640261396,84.69329242,HARPACT,2008
Limnoithona juvenile,508 2008-04-30,656,4/30/2008,4,NA,508,16.3,2442,3291,30,NA,Repaired hole in net after tow 3.,508,230,84,275432,288000,2,13,2532,35.38461538,5.640261396,6.273577216,LIMNOJUV,2008
Limnoithona tetraspina,508 2008-04-30,656,4/30/2008,4,NA,508,16.3,2442,3291,30,NA,Repaired hole in net after tow 3.,508,230,26,275432,288000,872,13,2532,15427.69231,5.640261396,2735.279666,LIMNOTET,2008
Ostracods,508 2008-04-30,656,4/30/2008,4,NA,508,16.3,2442,3291,30,NA,Repaired hole in net after tow 3.,508,230,10,275432,288000,2,13,2532,35.38461538,5.640261396,6.273577216,OSTRAC,2008
Other rotifer,508 2008-04-30,656,4/30/2008,4,NA,508,16.3,2442,3291,30,NA,Repaired hole in net after tow 3.,508,230,2,275432,288000,2,13,2532,35.38461538,5.640261396,6.273577216,OTHROT,2008
Pseudodiaptomus copepodid,508 2008-04-30,656,4/30/2008,4,NA,508,16.3,2442,3291,30,NA,Repaired hole in net after tow 3.,508,230,42,275432,288000,22,13,2532,389.2307692,5.640261396,69.00934938,PDIAPJUV,2008
Pseudodiaptomus forbesii,508 2008-04-30,656,4/30/2008,4,NA,508,16.3,2442,3291,30,NA,Repaired hole in net after tow 3.,508,230,86,275432,288000,1,13,2532,17.69230769,5.640261396,3.136788608,PDIAPFOR,2008
Pseudodiaptomus nauplii,508 2008-04-30,656,4/30/2008,4,NA,508,16.3,2442,3291,30,NA,Repaired hole in net after tow 3.,508,230,82,275432,288000,35,13,2532,619.2307692,5.640261396,109.7876013,PDIAPNAUP,2008
Sinocalanus,508 2008-04-30,656,4/30/2008,4,NA,508,16.3,2442,3291,30,NA,Repaired hole in net after tow 3.,508,230,35,275432,288000,29,13,2532,513.0769231,5.640261396,90.96686963,SINOCAL,2008
Sinocalanus copepodid,508 2008-04-30,656,4/30/2008,4,NA,508,16.3,2442,3291,30,NA,Repaired hole in net after tow 3.,508,230,83,275432,288000,417,13,2532,7377.692308,5.640261396,1308.04085,SINOCALJUV,2008
Sinocalanus nauplii,508 2008-04-30,656,4/30/2008,4,NA,508,16.3,2442,3291,30,NA,Repaired hole in net after tow 3.,508,230,81,275432,288000,224,13,2532,3963.076923,5.640261396,702.6406482,SINONAUP,2008
barnacle nauplii,508 2008-05-15,661,5/15/2008,5,NA,508,19,3147,4149,32,NA,Tow 1: Let out to 235' then immediately pulled up to 225'.,508,80,11,554339,564812,11,5,1246,176,4.700068237,37.44626485,BARNNAUP,2008
Bosmina,508 2008-05-15,661,5/15/2008,5,NA,508,19,3147,4149,32,NA,Tow 1: Let out to 235' then immediately pulled up to 225'.,508,80,61,554339,564812,2,5,1246,32,4.700068237,6.808411791,BOSMINA,2008
Ceriodaphnia,508 2008-05-15,661,5/15/2008,5,NA,508,19,3147,4149,32,NA,Tow 1: Let out to 235' then immediately pulled up to 225'.,508,80,64,554339,564812,2,5,1246,32,4.700068237,6.808411791,OTHCLADO,2008
copepod nauplii,508 2008-05-15,661,5/15/2008,5,NA,508,19,3147,4149,32,NA,Tow 1: Let out to 235' then immediately pulled up to 225'.,508,80,12,554339,564812,4,5,1246,64,4.700068237,13.61682358,COPNAUP,2008
cyclopoid copepodid,508 2008-05-15,661,5/15/2008,5,NA,508,19,3147,4149,32,NA,Tow 1: Let out to 235' then immediately pulled up to 225'.,508,80,20,554339,564812,6,5,1246,96,4.700068237,20.42523537,CYCJUV,2008
Daphnia,508 2008-05-15,661,5/15/2008,5,NA,508,19,3147,4149,32,NA,Tow 1: Let out to 235' then immediately pulled up to 225'.,508,80,62,554339,564812,0,5,1246,0,4.700068237,0,DAPHNIA,2008
Diaphanosoma,508 2008-05-15,661,5/15/2008,5,NA,508,19,3147,4149,32,NA,Tow 1: Let out to 235' then immediately pulled up to 225'.,508,80,63,554339,564812,2,5,1246,32,4.700068237,6.808411791,DIAPHAN,2008
Eurytemora copepodid,508 2008-05-15,661,5/15/2008,5,NA,508,19,3147,4149,32,NA,Tow 1: Let out to 235' then immediately pulled up to 225'.,508,80,41,554339,564812,217,5,1246,3472,4.700068237,738.7126793,EURYJUV,2008
Eurytemora spp.,508 2008-05-15,661,5/15/2008,5,NA,508,19,3147,4149,32,NA,Tow 1: Let out to 235' then immediately pulled up to 225'.,508,80,34,554339,564812,106,5,1246,1696,4.700068237,360.8458249,EURYTEM,2008
Harpacticoids,508 2008-05-15,661,5/15/2008,5,NA,508,19,3147,4149,32,NA,Tow 1: Let out to 235' then immediately pulled up to 225'.,508,80,59,554339,564812,21,5,1246,336,4.700068237,71.4883238,HARPACT,2008
Limnoithona tetraspina,508 2008-05-15,661,5/15/2008,5,NA,508,19,3147,4149,32,NA,Tow 1: Let out to 235' then immediately pulled up to 225'.,508,80,26,554339,564812,204,5,1246,3264,4.700068237,694.4580027,LIMNOTET,2008
Ostracods,508 2008-05-15,661,5/15/2008,5,NA,508,19,3147,4149,32,NA,Tow 1: Let out to 235' then immediately pulled up to 225'.,508,80,10,554339,564812,3,5,1246,48,4.700068237,10.21261769,OSTRAC,2008
Other cyclopoid,508 2008-05-15,661,5/15/2008,5,NA,508,19,3147,4149,32,NA,Tow 1: Let out to 235' then immediately pulled up to 225'.,508,80,29,554339,564812,1,5,1246,16,4.700068237,3.404205895,OTHCYCAD,2008
Other rotifer,508 2008-05-15,661,5/15/2008,5,NA,508,19,3147,4149,32,NA,Tow 1: Let out to 235' then immediately pulled up to 225'.,508,80,2,554339,564812,1,5,1246,16,4.700068237,3.404205895,OTHROT,2008
Pseudodiaptomus copepodid,508 2008-05-15,661,5/15/2008,5,NA,508,19,3147,4149,32,NA,Tow 1: Let out to 235' then immediately pulled up to 225'.,508,80,42,554339,564812,201,5,1246,3216,4.700068237,684.245385,PDIAPJUV,2008
Pseudodiaptomus forbesii,508 2008-05-15,661,5/15/2008,5,NA,508,19,3147,4149,32,NA,Tow 1: Let out to 235' then immediately pulled up to 225'.,508,80,86,554339,564812,53,5,1246,848,4.700068237,180.4229125,PDIAPFOR,2008
Pseudodiaptomus nauplii,508 2008-05-15,661,5/15/2008,5,NA,508,19,3147,4149,32,NA,Tow 1: Let out to 235' then immediately pulled up to 225'.,508,80,82,554339,564812,58,5,1246,928,4.700068237,197.4439419,PDIAPNAUP,2008
